"";"country";"Year";"GDP_per_capita";"life_expectancy";"population";"continent";"child_per_woman";"child_mortality";"health_spend";"maternal_mortality"
"24493";"Saudi Arabia";1982;65000;71,7;1,1e+07;"Asia";7,05;85,9;NA;NA
"24494";"Senegal";1982;1950;53,5;5920000;"Africa";7,27;193;NA;NA
"24495";"Serbia";1982;16400;71,8;9060000;"Europe";2,33;43,6;NA;NA
"24496";"Sierra Leone";1982;1500;48,6;3530000;"Africa";6,72;281;NA;NA
"24497";"Singapore";1982;22500;72;2520000;"Asia";1,74;13,2;NA;NA
"24498";"Slovak Republic";1982;13900;70,8;5070000;"Europe";2,3;20,7;NA;NA
"24499";"Slovenia";1982;20700;70,8;1880000;"Europe";1,96;17,1;NA;NA
"24500";"Somalia";1982;888;50,6;6720000;"Africa";7,05;198;NA;NA
"24501";"South Africa";1982;11000;60,4;31300000;"Africa";4,65;81,4;NA;NA
"24502";"Spain";1982;18100;76;38300000;"Europe";1,96;12,9;NA;NA
"24503";"Sri Lanka";1982;2950;69,7;15500000;"Asia";3,22;42,6;NA;NA
"24504";"Sudan";1982;2320;55,7;15600000;"Africa";6,67;144;NA;NA
"24505";"Swaziland";1982;5520;58,7;639000;"Africa";6,54;105;NA;NA
"24506";"Sweden";1982;26500;76,4;8330000;"Europe";1,63;8;NA;NA
"24507";"Switzerland";1982;41100;76;6340000;"Europe";1,52;9,7;NA;NA
"24508";"Syria";1982;4990;65,9;9590000;"Asia";6,84;54,6;NA;NA
"24509";"Tanzania";1982;1460;56;19900000;"Africa";6,58;180;NA;NA
"24510";"Thailand";1982;3920;66,8;49300000;"Asia";3,02;56,1;NA;NA
"24511";"Togo";1982;1590;56,4;2920000;"Africa";7,1;168;NA;NA
"24512";"Trinidad and Tobago";1982;15600;68,6;1120000;"Americas";3,26;36,8;NA;NA
"24513";"Tunisia";1982;4950;67,7;6730000;"Africa";4,92;84,8;NA;NA
"24514";"Turkey";1982;8830;65,8;4,6e+07;"Europe";4,16;116;NA;NA
"24515";"Uganda";1982;795;49,9;13300000;"Africa";7,1;210;NA;NA
"24516";"United Kingdom";1982;20800;74;56300000;"Europe";1,76;12,7;NA;NA
"24517";"United States";1982;29200;74,4;2,34e+08;"Americas";1,81;13,9;NA;NA
"24518";"Uruguay";1982;9150;71,3;2950000;"Americas";2,62;33,2;NA;NA
"24519";"Venezuela";1982;16600;70,6;16200000;"Americas";4,01;40,6;NA;NA
"24520";"Vietnam";1982;1180;65,3;56900000;"Asia";4,69;64,9;NA;NA
"24521";"Zambia";1982;2770;57,5;6310000;"Africa";6,95;158;NA;NA
"24522";"Zimbabwe";1982;2580;61,8;7720000;"Africa";6,81;94,4;NA;NA
"24523";"Afghanistan";1983;1470;42;12400000;"Asia";7,45;225;NA;NA
"24524";"Albania";1983;4430;72,6;2840000;"Europe";3,38;61,9;NA;NA
"24525";"Algeria";1983;10800;65,7;21200000;"Africa";6,24;101;NA;NA
"24526";"Angola";1983;4140;50,1;9930000;"Africa";7,41;228;NA;NA
"24527";"Argentina";1983;12400;70,6;29500000;"Americas";3,16;34,7;NA;NA
"24528";"Australia";1983;23600;75,3;15300000;"Oceania";1,91;11,9;NA;NA
"24529";"Austria";1983;26600;73,2;7600000;"Europe";1,56;14;NA;NA
"24530";"Bahrain";1983;38600;70,7;396000;"Asia";4,58;27,2;NA;NA
"24531";"Bangladesh";1983;1110;54,8;88300000;"Asia";5,89;184;NA;NA
"24532";"Belgium";1983;25800;73,8;9900000;"Europe";1,58;12,7;NA;NA
"24533";"Benin";1983;1470;53;4040000;"Africa";7,01;205;NA;NA
"24534";"Bolivia";1983;3790;57,4;5960000;"Americas";5,26;157;NA;NA
"24535";"Bosnia and Herzegovina";1983;3310;70,4;4310000;"Europe";2;30,4;NA;NA
"24536";"Botswana";1983;5240;63;1110000;"Africa";5,83;61,1;NA;NA
"24537";"Brazil";1983;9600;66,6;1,3e+08;"Americas";3,72;84,9;NA;NA
"24538";"Bulgaria";1983;10400;71,4;8950000;"Europe";2,03;21,5;NA;NA
"24539";"Burkina Faso";1983;738;49,2;7340000;"Africa";7,17;223;NA;NA
"24540";"Burundi";1983;959;47,2;4450000;"Africa";7,44;192;NA;NA
"24541";"Cambodia";1983;798;53,5;7170000;"Asia";6,3;129;NA;NA
"24542";"Cameroon";1983;3410;56,9;9450000;"Africa";6,7;166;NA;NA
"24543";"Canada";1983;26600;76,1;25300000;"Americas";1,62;10,6;NA;NA
"24544";"Central African Republic";1983;973;50,1;2490000;"Africa";5,95;178;NA;NA
"24545";"Chad";1983;982;51,1;4830000;"Africa";7,06;230;NA;NA
"24546";"Chile";1983;6730;71,4;11800000;"Americas";2,69;24,6;NA;NA
"24547";"China";1983;1240;65,3;1,04e+09;"Asia";2,58;56;NA;NA
"24548";"Colombia";1983;6260;70,2;29700000;"Americas";3,63;47,6;NA;NA
"24549";"Comoros";1983;1720;55,6;336000;"Africa";6,92;158;NA;NA
"24550";"Congo, Dem. Rep.";1983;1510;53,4;28400000;"Africa";6,74;200;NA;NA
"24551";"Congo, Rep.";1983;6020;54,4;2010000;"Africa";5,96;100;NA;NA
"24552";"Costa Rica";1983;6870;75,5;2590000;"Americas";3,48;23,1;NA;NA
"24553";"Cote d'Ivoire";1983;3520;56,4;9430000;"Africa";7,27;156;NA;NA
"24554";"Croatia";1983;19400;70,9;4670000;"Europe";1,96;20,6;NA;NA
"24555";"Cuba";1983;14100;74,5;9970000;"Americas";1,83;19,6;NA;NA
"24556";"Czech Republic";1983;19100;70,8;10400000;"Europe";1,99;15;NA;NA
"24557";"Denmark";1983;28800;74,6;5120000;"Europe";1,38;9,5;NA;NA
"24558";"Djibouti";1983;3510;61;394000;"Africa";6,27;142;NA;NA
"24559";"Dominican Republic";1983;5170;69,9;6210000;"Americas";4,08;77,9;NA;NA
"24560";"Ecuador";1983;7630;69;8610000;"Americas";4,4;80,2;NA;NA
"24561";"Egypt";1983;4960;60,4;47600000;"Africa";5,49;138;NA;NA
"24562";"El Salvador";1983;4500;61,1;4790000;"Americas";4,68;92,4;NA;NA
"24563";"Equatorial Guinea";1983;1200;49,4;314000;"Africa";5,9;219;NA;NA
"24564";"Eritrea";1983;1020;49,6;2600000;"Africa";6,68;182;NA;NA
"24565";"Ethiopia";1983;735;40,9;38300000;"Africa";7,42;231;NA;NA
"24566";"Finland";1983;23600;74,4;4860000;"Europe";1,74;7,6;NA;NA
"24567";"France";1983;25200;75,3;54800000;"Europe";1,85;11,1;NA;NA
"24568";"Gabon";1983;26900;58,6;787000;"Africa";5,72;106;NA;NA
"24569";"Gambia";1983;1590;59,8;673000;"Africa";6,28;216;NA;NA
"24570";"Germany";1983;28100;73,7;77800000;"Europe";1,46;12,5;NA;NA
"24571";"Ghana";1983;1630;57,6;11900000;"Africa";6,31;161;NA;NA
"24572";"Greece";1983;18000;77,1;9870000;"Europe";2;16,2;NA;NA
"24573";"Guatemala";1983;5460;60,6;7850000;"Americas";6,09;111;NA;NA
"24574";"Guinea";1983;1130;49,1;4810000;"Africa";6,6;268;NA;NA
"24575";"Guinea-Bissau";1983;1610;47,1;854000;"Africa";6,69;244;NA;NA
"24576";"Haiti";1983;2570;51,8;6100000;"Americas";6,15;175;NA;NA
"24577";"Honduras";1983;3200;64,9;4030000;"Americas";5,93;82;NA;NA
"24578";"Hungary";1983;17100;69,1;10700000;"Europe";1,84;21,7;NA;NA
"24579";"Iceland";1983;24900;77;236000;"Europe";2,2;8,3;NA;NA
"24580";"India";1983;1400;56;7,47e+08;"Asia";4,64;153;NA;NA
"24581";"Indonesia";1983;3340;60,9;1,58e+08;"Asia";4,03;110;NA;NA
"24582";"Iran";1983;12400;66,2;43600000;"Asia";6,47;86,9;NA;NA
"24583";"Iraq";1983;11000;57,7;14800000;"Asia";6,34;65,5;NA;NA
"24584";"Ireland";1983;16300;73,3;3530000;"Europe";2,68;11,7;NA;NA
"24585";"Israel";1983;17600;74;3950000;"Asia";3,13;15,9;NA;NA
"24586";"Italy";1983;23900;75;56800000;"Europe";1,5;13,5;NA;NA
"24587";"Jamaica";1983;6300;72,3;2270000;"Americas";3,48;36,9;NA;NA
"24588";"Japan";1983;22000;77,1;1,2e+08;"Asia";1,75;8,3;NA;NA
"24589";"Jordan";1983;7660;68;2670000;"Asia";6,94;48,4;NA;NA
"24590";"Kenya";1983;2190;62,4;18200000;"Africa";7,16;98,9;NA;NA
"24591";"Kuwait";1983;64300;73,1;1580000;"Asia";4,83;27,4;NA;NA
"24592";"Lebanon";1983;7140;63,7;2650000;"Asia";3,69;45,4;NA;NA
"24593";"Lesotho";1983;1140;59,3;1410000;"Africa";5,44;109;NA;NA
"24594";"Liberia";1983;1720;52,1;2100000;"Africa";6,95;235;NA;NA
"24595";"Libya";1983;39000;72,2;3610000;"Africa";6,63;60,8;NA;NA
"24596";"Madagascar";1983;1810;54,2;9500000;"Africa";6,48;181;NA;NA
"24597";"Malawi";1983;815;50,1;6660000;"Africa";7,59;239;NA;NA
"24598";"Malaysia";1983;8350;69,9;14800000;"Asia";3,93;25,1;NA;NA
"24599";"Mali";1983;1110;46,5;7540000;"Africa";7,15;300;NA;NA
"24600";"Mauritania";1983;2970;58,1;1670000;"Africa";6,32;150;NA;NA
"24601";"Mauritius";1983;4830;67,3;999000;"Africa";2,33;31,5;NA;NA
"24602";"Mexico";1983;12500;68,4;74200000;"Americas";4,3;62,9;NA;NA
"24603";"Mongolia";1983;2910;59,9;1820000;"Asia";5,7;147;NA;NA
"24604";"Montenegro";1983;17500;74,1;603000;"Europe";2,19;27,9;NA;NA
"24605";"Morocco";1983;3400;63,3;21500000;"Africa";5,29;114;NA;NA
"24606";"Mozambique";1983;365;47,8;12700000;"Africa";6,39;258;NA;NA
"24607";"Myanmar";1983;975;56,6;35700000;"Asia";4,55;133;NA;NA
"24608";"Namibia";1983;6490;60,2;1080000;"Africa";6,15;93,1;NA;NA
"24609";"Nepal";1983;970;53,8;1,6e+07;"Asia";5,6;190;NA;NA
"24610";"Netherlands";1983;25600;76,2;14400000;"Europe";1,47;10,1;NA;NA
"24611";"New Zealand";1983;22900;73,9;3220000;"Oceania";2,1;14,5;NA;NA
"24612";"Nicaragua";1983;4560;65,4;3530000;"Americas";5,76;92,1;NA;NA
"24613";"Niger";1983;1200;44,4;6530000;"Africa";7,89;325;NA;NA
"24614";"Nigeria";1983;3230;55,3;79500000;"Africa";6,75;209;NA;NA
"24615";"Norway";1983;35600;76,1;4120000;"Europe";1,66;10;NA;NA
"24616";"Oman";1983;28400;65,7;1360000;"Asia";8,34;82,2;NA;NA
"24617";"Pakistan";1983;2490;61,3;86300000;"Asia";6,46;157;NA;NA
"24618";"Panama";1983;9220;74,3;2120000;"Americas";3,58;39,6;NA;NA
"24619";"Paraguay";1983;5730;72,8;3470000;"Americas";5,09;59,5;NA;NA
"24620";"Peru";1983;6340;65;18700000;"Americas";4,6;115;NA;NA
"24621";"Philippines";1983;4330;65,4;51500000;"Asia";4,88;77,3;NA;NA
"24622";"Poland";1983;11000;71,1;36600000;"Europe";2,3;22;NA;NA
"24623";"Portugal";1983;15300;72,6;9960000;"Europe";1,97;22,9;NA;NA
"24624";"Romania";1983;13300;70,2;22900000;"Europe";2,3;31,2;NA;NA
"24625";"Rwanda";1983;1020;52;5670000;"Africa";8,36;175;NA;NA
"24626";"Sao Tome and Principe";1983;2490;62,3;1e+05;"Africa";6,22;93,5;NA;NA
"24627";"Saudi Arabia";1983;58100;71,8;11800000;"Asia";6,93;80,2;NA;NA
"24628";"Senegal";1983;1940;54,4;6100000;"Africa";7,22;187;NA;NA
"24629";"Serbia";1983;16400;71,9;9130000;"Europe";2,32;46,7;NA;NA
"24630";"Sierra Leone";1983;1440;48,8;3610000;"Africa";6,72;278;NA;NA
"24631";"Singapore";1983;24100;72,3;2580000;"Asia";1,61;12,3;NA;NA
"24632";"Slovak Republic";1983;14100;70,7;5110000;"Europe";2,27;19,8;NA;NA
"24633";"Slovenia";1983;20800;70,9;1900000;"Europe";1,91;16,1;NA;NA
"24634";"Somalia";1983;794;50,5;6740000;"Africa";7,08;195;NA;NA
"24635";"South Africa";1983;10500;60,7;32100000;"Africa";4,54;77,5;NA;NA
"24636";"Spain";1983;18500;76,1;38500000;"Europe";1,84;12,3;NA;NA
"24637";"Sri Lanka";1983;3070;69,8;15700000;"Asia";3,12;38,4;NA;NA
"24638";"Sudan";1983;2220;49,8;16100000;"Africa";6,61;143;NA;NA
"24639";"Swaziland";1983;5380;57,9;658000;"Africa";6,47;98,8;NA;NA
"24640";"Sweden";1983;26800;76,7;8330000;"Europe";1,61;7,8;NA;NA
"24641";"Switzerland";1983;41100;76,3;6380000;"Europe";1,53;9,4;NA;NA
"24642";"Syria";1983;4890;69,7;9940000;"Asia";6,7;51,9;NA;NA
"24643";"Tanzania";1983;1420;56,3;20500000;"Africa";6,54;182;NA;NA
"24644";"Thailand";1983;4070;67,3;50200000;"Asia";2,86;53,6;NA;NA
"24645";"Togo";1983;1450;56,5;3030000;"Africa";7,03;165;NA;NA
"24646";"Trinidad and Tobago";1983;14200;68,7;1140000;"Americas";3,22;35,7;NA;NA
"24647";"Tunisia";1983;5090;68,6;6930000;"Africa";4,75;80,1;NA;NA
"24648";"Turkey";1983;9060;66,6;47100000;"Europe";4,02;110;NA;NA
"24649";"Uganda";1983;831;50,1;13700000;"Africa";7,1;203;NA;NA
"24650";"United Kingdom";1983;21600;74,2;56300000;"Europe";1,78;12,2;NA;NA
"24651";"United States";1983;30200;74,5;2,36e+08;"Americas";1,78;13,4;NA;NA
"24652";"Uruguay";1983;8560;71,5;2970000;"Americas";2,57;31,1;NA;NA
"24653";"Venezuela";1983;14900;71,1;16600000;"Americas";3,93;39;NA;NA
"24654";"Vietnam";1983;1220;65,7;58300000;"Asia";4,52;63,5;NA;NA
"24655";"Zambia";1983;2740;57,3;6520000;"Africa";6,88;161;NA;NA
"24656";"Zimbabwe";1983;2520;62,2;8030000;"Africa";6,63;89;NA;NA
"24657";"Afghanistan";1984;1440;39,8;1,2e+07;"Asia";7,46;218;NA;NA
"24658";"Albania";1984;4440;72,8;2900000;"Europe";3,32;57,4;NA;NA
"24659";"Algeria";1984;11100;66,9;21900000;"Africa";6,04;86,2;NA;NA
"24660";"Angola";1984;4240;50,2;10300000;"Africa";7,39;225;NA;NA
"24661";"Argentina";1984;12600;70,9;29900000;"Americas";3,12;32,7;NA;NA
"24662";"Australia";1984;24900;75,5;15500000;"Oceania";1,86;11,6;NA;NA
"24663";"Austria";1984;26700;73,5;7610000;"Europe";1,52;13,3;NA;NA
"24664";"Bahrain";1984;41300;70,5;407000;"Asia";4,47;26;NA;NA
"24665";"Bangladesh";1984;1140;55,3;90700000;"Asia";5,71;179;NA;NA
"24666";"Belgium";1984;26400;74,2;9910000;"Europe";1,57;12,2;NA;NA
"24667";"Benin";1984;1540;53,3;4160000;"Africa";6,99;202;NA;NA
"24668";"Bolivia";1984;3760;58,1;6090000;"Americas";5,19;153;NA;NA
"24669";"Bosnia and Herzegovina";1984;3330;70,6;4350000;"Europe";1,96;29,4;NA;NA
"24670";"Botswana";1984;5630;63,4;1150000;"Africa";5,64;58,3;NA;NA
"24671";"Brazil";1984;9920;66,7;1,33e+08;"Americas";3,59;81,2;NA;NA
"24672";"Bulgaria";1984;10700;71,4;8970000;"Europe";2,02;20,7;NA;NA
"24673";"Burkina Faso";1984;729;49,6;7530000;"Africa";7,16;219;NA;NA
"24674";"Burundi";1984;937;47,4;4570000;"Africa";7,46;184;NA;NA
"24675";"Cambodia";1984;798;53,8;7450000;"Asia";6,34;123;NA;NA
"24676";"Cameroon";1984;3570;57,2;9740000;"Africa";6,71;159;NA;NA
"24677";"Canada";1984;27900;76,4;25600000;"Americas";1,62;10,1;NA;NA
"24678";"Central African Republic";1984;1010;50;2570000;"Africa";5,95;177;NA;NA
"24679";"Chad";1984;993;51,5;4950000;"Africa";7,09;227;NA;NA
"24680";"Chile";1984;7020;71,6;1,2e+07;"Americas";2,68;23;NA;NA
"24681";"China";1984;1460;65,7;1,05e+09;"Asia";2,62;54,8;NA;NA
"24682";"Colombia";1984;6350;70,6;30400000;"Americas";3,53;45;NA;NA
"24683";"Comoros";1984;1730;56,2;345000;"Africa";6,77;153;NA;NA
"24684";"Congo, Dem. Rep.";1984;1550;53,9;29100000;"Africa";6,79;198;NA;NA
"24685";"Congo, Rep.";1984;6280;54,8;2070000;"Africa";5,87;97,5;NA;NA
"24686";"Costa Rica";1984;7210;75,8;2660000;"Americas";3,45;23,2;NA;NA
"24687";"Cote d'Ivoire";1984;3290;56,4;9830000;"Africa";7,15;154;NA;NA
"24688";"Croatia";1984;19800;71;4690000;"Europe";1,94;19,4;NA;NA
"24689";"Cuba";1984;14500;74,5;1e+07;"Americas";1,83;19,2;NA;NA
"24690";"Czech Republic";1984;19500;70,9;10300000;"Europe";1,95;14,8;NA;NA
"24691";"Denmark";1984;30100;74,7;5120000;"Europe";1,4;9,6;NA;NA
"24692";"Djibouti";1984;3860;61;406000;"Africa";6,24;138;NA;NA
"24693";"Dominican Republic";1984;5080;70;6350000;"Americas";3,98;75;NA;NA
"24694";"Ecuador";1984;7710;69,5;8820000;"Americas";4,31;76,1;NA;NA
"24695";"Egypt";1984;5210;61,2;48900000;"Africa";5,44;128;NA;NA
"24696";"El Salvador";1984;4530;63;4860000;"Americas";4,55;86,5;NA;NA
"24697";"Equatorial Guinea";1984;1120;49,3;338000;"Africa";5,93;215;NA;NA
"24698";"Eritrea";1984;970;49,8;2670000;"Africa";6,67;179;NA;NA
"24699";"Ethiopia";1984;696;41,4;39500000;"Africa";7,44;227;NA;NA
"24700";"Finland";1984;24200;74,5;4890000;"Europe";1,7;7,4;NA;NA
"24701";"France";1984;25500;75,6;55100000;"Europe";1,85;10,7;NA;NA
"24702";"Gabon";1984;25900;59;808000;"Africa";5,71;103;NA;NA
"24703";"Gambia";1984;1490;60,1;701000;"Africa";6,25;209;NA;NA
"24704";"Germany";1984;29000;74;77700000;"Europe";1,46;11,8;NA;NA
"24705";"Ghana";1984;1710;57,7;12300000;"Africa";6,22;158;NA;NA
"24706";"Greece";1984;18400;76,5;9920000;"Europe";1,9;15,4;NA;NA
"24707";"Guatemala";1984;5330;61,4;8040000;"Americas";5,98;107;NA;NA
"24708";"Guinea";1984;1110;49,5;4940000;"Africa";6,62;264;NA;NA
"24709";"Guinea-Bissau";1984;1640;47,4;877000;"Africa";6,73;241;NA;NA
"24710";"Haiti";1984;2520;52,1;6240000;"Americas";6,11;171;NA;NA
"24711";"Honduras";1984;3210;65,2;4150000;"Americas";5,8;78;NA;NA
"24712";"Hungary";1984;17600;69,1;10600000;"Europe";1,8;21,9;NA;NA
"24713";"Iceland";1984;25700;77,3;239000;"Europe";2,17;7,9;NA;NA
"24714";"India";1984;1420;56,4;7,64e+08;"Asia";4,56;149;NA;NA
"24715";"Indonesia";1984;3520;61,4;1,62e+08;"Asia";3,89;106;NA;NA
"24716";"Iran";1984;12000;67,7;45500000;"Asia";6,37;81,4;NA;NA
"24717";"Iraq";1984;10900;60,1;15200000;"Asia";6,28;63,4;NA;NA
"24718";"Ireland";1984;16900;73,6;3550000;"Europe";2,56;11,1;NA;NA
"24719";"Israel";1984;17400;74,3;4020000;"Asia";3,11;15,2;NA;NA
"24720";"Italy";1984;25100;75,4;56900000;"Europe";1,45;12,7;NA;NA
"24721";"Jamaica";1984;6210;72,5;2310000;"Americas";3,39;35,9;NA;NA
"24722";"Japan";1984;22900;77,4;1,21e+08;"Asia";1,73;7,9;NA;NA
"24723";"Jordan";1984;7990;68,7;2780000;"Asia";6,78;46,3;NA;NA
"24724";"Kenya";1984;2150;62,5;18900000;"Africa";7,04;96,8;NA;NA
"24725";"Kuwait";1984;62700;73,5;1660000;"Asia";4,61;25;NA;NA
"24726";"Lebanon";1984;10300;64;2670000;"Asia";3,59;43,5;NA;NA
"24727";"Lesotho";1984;1160;59,5;1440000;"Africa";5,38;105;NA;NA
"24728";"Liberia";1984;1670;52,2;2160000;"Africa";6,92;235;NA;NA
"24729";"Libya";1984;34300;72,3;3750000;"Africa";6,44;57,7;NA;NA
"24730";"Madagascar";1984;1690;54,1;9780000;"Africa";6,41;181;NA;NA
"24731";"Malawi";1984;823;50,2;6900000;"Africa";7,54;242;NA;NA
"24732";"Malaysia";1984;8790;70,2;15200000;"Asia";3,87;23,5;NA;NA
"24733";"Mali";1984;1140;46,9;7690000;"Africa";7,15;292;NA;NA
"24734";"Mauritania";1984;2700;58,4;1720000;"Africa";6,28;145;NA;NA
"24735";"Mauritius";1984;5020;67,4;1010000;"Africa";2,27;29,3;NA;NA
"24736";"Mexico";1984;12600;68,9;75800000;"Americas";4,15;59,9;NA;NA
"24737";"Mongolia";1984;3260;60,4;1870000;"Asia";5,53;141;NA;NA
"24738";"Montenegro";1984;17900;74,2;609000;"Europe";2,18;27,1;NA;NA
"24739";"Morocco";1984;3450;64;2,2e+07;"Africa";5,12;108;NA;NA
"24740";"Mozambique";1984;351;45,2;12900000;"Africa";6,37;257;NA;NA
"24741";"Myanmar";1984;986;56,9;36500000;"Asia";4,4;130;NA;NA
"24742";"Namibia";1984;6220;60,6;1110000;"Africa";6,02;90;NA;NA
"24743";"Nepal";1984;1040;54,3;16300000;"Asia";5,55;183;NA;NA
"24744";"Netherlands";1984;26400;76,3;14400000;"Europe";1,49;9,9;NA;NA
"24745";"New Zealand";1984;23800;74,1;3240000;"Oceania";2,12;14,1;NA;NA
"24746";"Nicaragua";1984;4360;64,8;3620000;"Americas";5,61;87,4;NA;NA
"24747";"Niger";1984;974;44,4;6720000;"Africa";7,88;329;NA;NA
"24748";"Nigeria";1984;3090;55,4;81500000;"Africa";6,73;209;NA;NA
"24749";"Norway";1984;37700;76,2;4140000;"Europe";1,66;10,1;NA;NA
"24750";"Oman";1984;31800;66,7;1430000;"Asia";8,3;73,6;NA;NA
"24751";"Pakistan";1984;2530;61,6;89200000;"Asia";6,44;155;NA;NA
"24752";"Panama";1984;9000;74,4;2170000;"Americas";3,49;38,1;NA;NA
"24753";"Paraguay";1984;5740;72,9;3570000;"Americas";5,04;57,5;NA;NA
"24754";"Peru";1984;6490;65,3;19100000;"Americas";4,48;110;NA;NA
"24755";"Philippines";1984;3930;65,5;52900000;"Asia";4,8;75,8;NA;NA
"24756";"Poland";1984;11300;70,9;36900000;"Europe";2,28;21,2;NA;NA
"24757";"Portugal";1984;15000;72,9;9980000;"Europe";1,87;21,6;NA;NA
"24758";"Romania";1984;13800;70,1;2,3e+07;"Europe";2,29;30,8;NA;NA
"24759";"Rwanda";1984;954;52,3;5880000;"Africa";8,28;166;NA;NA
"24760";"Sao Tome and Principe";1984;2300;62,1;102000;"Africa";6,16;95,4;NA;NA
"24761";"Saudi Arabia";1984;52500;71,9;12500000;"Asia";6,8;74,7;NA;NA
"24762";"Senegal";1984;1800;55,3;6290000;"Africa";7,15;181;NA;NA
"24763";"Serbia";1984;16700;71,9;9190000;"Europe";2,31;40,7;NA;NA
"24764";"Sierra Leone";1984;1420;49;3700000;"Africa";6,73;275;NA;NA
"24765";"Singapore";1984;25700;72,8;2640000;"Asia";1,62;11,6;NA;NA
"24766";"Slovak Republic";1984;14400;70,8;5140000;"Europe";2,25;19;NA;NA
"24767";"Slovenia";1984;21200;71,2;1930000;"Europe";1,85;15,2;NA;NA
"24768";"Somalia";1984;832;50,6;6750000;"Africa";7,11;193;NA;NA
"24769";"South Africa";1984;10700;61,3;32900000;"Africa";4,43;73,8;NA;NA
"24770";"Spain";1984;18700;76,3;38700000;"Europe";1,73;11,6;NA;NA
"24771";"Sri Lanka";1984;3180;69,8;1,6e+07;"Asia";3,01;34,2;NA;NA
"24772";"Sudan";1984;2040;50,2;16700000;"Africa";6,54;142;NA;NA
"24773";"Swaziland";1984;5310;59,5;680000;"Africa";6,39;92,4;NA;NA
"24774";"Sweden";1984;27900;76,9;8340000;"Europe";1,66;7,7;NA;NA
"24775";"Switzerland";1984;42200;76,6;6420000;"Europe";1,54;9,2;NA;NA
"24776";"Syria";1984;4530;70;10300000;"Asia";6,53;49,3;NA;NA
"24777";"Tanzania";1984;1420;56,3;21200000;"Africa";6,5;184;NA;NA
"24778";"Thailand";1984;4230;68;51100000;"Asia";2,71;51,2;NA;NA
"24779";"Togo";1984;1440;56,4;3140000;"Africa";6,95;161;NA;NA
"24780";"Trinidad and Tobago";1984;14800;68,8;1160000;"Americas";3,15;34,6;NA;NA
"24781";"Tunisia";1984;5140;69,3;7130000;"Africa";4,59;75,8;NA;NA
"24782";"Turkey";1984;9350;67,5;48100000;"Europe";3,88;104;NA;NA
"24783";"Uganda";1984;738;50,1;14200000;"Africa";7,1;194;NA;NA
"24784";"United Kingdom";1984;22200;74,5;56400000;"Europe";1,8;11,7;NA;NA
"24785";"United States";1984;32100;74,6;2,39e+08;"Americas";1,79;13;NA;NA
"24786";"Uruguay";1984;8410;71,5;2990000;"Americas";2,55;29,8;NA;NA
"24787";"Venezuela";1984;14100;71,5;17100000;"Americas";3,86;37,6;NA;NA
"24788";"Vietnam";1984;1300;66,2;59700000;"Asia";4,36;62,2;NA;NA
"24789";"Zambia";1984;2630;56,9;6740000;"Africa";6,81;164;NA;NA
"24790";"Zimbabwe";1984;2380;62,7;8340000;"Africa";6,44;84,1;NA;NA
"24791";"Afghanistan";1985;1400;41,6;11800000;"Asia";7,46;211;NA;NA
"24792";"Albania";1985;4450;73;2970000;"Europe";3,27;53,4;NA;NA
"24793";"Algeria";1985;11200;68;22600000;"Africa";5,84;73,7;NA;NA
"24794";"Angola";1985;4260;50,3;10600000;"Africa";7,38;224;NA;NA
"24795";"Argentina";1985;11600;71,3;30400000;"Americas";3,09;31,1;NA;NA
"24796";"Australia";1985;25900;75,7;15700000;"Oceania";1,9;11,3;NA;NA
"24797";"Austria";1985;27300;73,9;7610000;"Europe";1,47;12,6;NA;NA
"24798";"Bahrain";1985;32300;70,8;419000;"Asia";4,36;24,9;NA;NA
"24799";"Bangladesh";1985;1150;55,3;93200000;"Asia";5,52;174;NA;NA
"24800";"Belgium";1985;26700;74,5;9920000;"Europe";1,57;11,8;NA;NA
"24801";"Benin";1985;1610;53,7;4280000;"Africa";6,97;198;NA;NA
"24802";"Bolivia";1985;3680;58,7;6210000;"Americas";5,13;148;NA;NA
"24803";"Bosnia and Herzegovina";1985;3290;70,9;4390000;"Europe";1,93;27,1;NA;NA
"24804";"Botswana";1985;5850;63,9;1190000;"Africa";5,45;55,8;NA;NA
"24805";"Brazil";1985;10500;67;1,36e+08;"Americas";3,45;77,9;NA;NA
"24806";"Bulgaria";1985;10400;71,3;8980000;"Europe";2;19,7;NA;NA
"24807";"Burkina Faso";1985;801;50,1;7730000;"Africa";7,14;215;NA;NA
"24808";"Burundi";1985;1030;47,6;4700000;"Africa";7,49;177;NA;NA
"24809";"Cambodia";1985;795;54,1;7710000;"Asia";6,31;120;NA;NA
"24810";"Cameroon";1985;3780;57,8;10100000;"Africa";6,7;153;NA;NA
"24811";"Canada";1985;29100;76,5;25900000;"Americas";1,61;9,8;NA;NA
"24812";"Central African Republic";1985;987;50;2630000;"Africa";5,94;176;NA;NA
"24813";"Chad";1985;1200;52,4;5090000;"Africa";7,12;225;NA;NA
"24814";"Chile";1985;7050;72,2;12200000;"Americas";2,67;22,4;NA;NA
"24815";"China";1985;1570;66,1;1,07e+09;"Asia";2,66;54,2;NA;NA
"24816";"Colombia";1985;6440;68;3,1e+07;"Americas";3,42;42,7;NA;NA
"24817";"Comoros";1985;1720;56,6;355000;"Africa";6,58;148;NA;NA
"24818";"Congo, Dem. Rep.";1985;1510;54,2;29900000;"Africa";6,85;195;NA;NA
"24819";"Congo, Rep.";1985;6030;55;2130000;"Africa";5,77;94,8;NA;NA
